symbol,adjClose,prev_price,date,persian_date,last_price
حکشتی,32363.0,30822.0,2020-05-03,1399-02-14,57700
حکشتی,31845.0,32363.0,2020-05-04,1399-02-15,57700
حکشتی,30824.0,31845.0,2020-05-05,1399-02-16,57700
حکشتی,29405.0,30824.0,2020-05-06,1399-02-17,57700
حکشتی,30787.0,29405.0,2020-05-09,1399-02-20,57700
حکشتی,31211.0,30787.0,2020-05-10,1399-02-21,57700
حکشتی,29781.0,31211.0,2020-05-11,1399-02-22,57700
حکشتی,28292.0,29781.0,2020-05-12,1399-02-23,57700
حکشتی,25804.0,28292.0,2020-05-13,1399-02-24,57700
حکشتی,24256.0,25804.0,2020-05-16,1399-02-27,57700
حکشتی,25468.0,24256.0,2020-05-17,1399-02-28,57700
حکشتی,26741.0,25468.0,2020-05-18,1399-02-29,57700
حکشتی,28078.0,26741.0,2020-05-19,1399-02-30,57700
حکشتی,29481.0,28078.0,2020-05-20,1399-02-31,57700
حکشتی,30581.0,29481.0,2020-05-23,1399-03-03,57700
حکشتی,27403.0,30581.0,2020-06-02,1399-03-13,57700
حکشتی,27150.0,27403.0,2020-06-06,1399-03-17,57700
حکشتی,28468.0,27150.0,2020-06-07,1399-03-18,57700
حکشتی,27913.0,28468.0,2020-06-08,1399-03-19,57700
حکشتی,26606.0,27913.0,2020-06-09,1399-03-20,57700
حکشتی,25915.0,26606.0,2020-06-10,1399-03-21,57700
حکشتی,27130.0,25915.0,2020-06-13,1399-03-24,57700
حکشتی,26360.0,27130.0,2020-06-14,1399-03-25,57700
حکشتی,27060.0,26360.0,2020-06-15,1399-03-26,57700
حکشتی,28410.0,27060.0,2020-06-16,1399-03-27,57700
حکشتی,29830.0,28410.0,2020-06-20,1399-03-31,57700
حکشتی,31320.0,29830.0,2020-06-21,1399-04-01,57700
حکشتی,32790.0,31320.0,2020-06-22,1399-04-02,57700
حکشتی,34420.0,32790.0,2020-06-23,1399-04-03,57700
حکشتی,36140.0,34420.0,2020-06-24,1399-04-04,57700
حکشتی,37940.0,36140.0,2020-06-27,1399-04-07,57700
حکشتی,39830.0,37940.0,2020-06-28,1399-04-08,57700
حکشتی,39800.0,39830.0,2020-06-29,1399-04-09,57700
حکشتی,41470.0,39800.0,2020-06-30,1399-04-10,57700
حکشتی,43540.0,41470.0,2020-07-06,1399-04-16,57700
حکشتی,45710.0,43540.0,2020-07-07,1399-04-17,57700
حکشتی,47010.0,45710.0,2020-07-08,1399-04-18,57700
حکشتی,47730.0,47010.0,2020-07-11,1399-04-21,57700
حکشتی,50110.0,47730.0,2020-07-12,1399-04-22,57700
حکشتی,52610.0,50110.0,2020-07-13,1399-04-23,57700
حکشتی,55240.0,52610.0,2020-07-14,1399-04-24,57700
حکشتی,57700.0,55240.0,2020-07-15,1399-04-25,57700
تملت,5607.0,,2020-04-06,1399-01-18,15980
تملت,5632.0,5607.0,2020-04-07,1399-01-19,15980
تملت,5913.0,5632.0,2020-04-08,1399-01-20,15980
تملت,6511.0,5913.0,2020-04-11,1399-01-23,15980
تملت,6836.0,6511.0,2020-04-12,1399-01-24,15980
تملت,6707.0,6836.0,2020-04-13,1399-01-25,15980
تملت,6435.0,6707.0,2020-04-14,1399-01-26,15980
تملت,6730.0,6435.0,2020-04-15,1399-01-27,15980
تملت,7066.0,6730.0,2020-04-18,1399-01-30,15980
تملت,7301.0,7066.0,2020-04-19,1399-01-31,15980
تملت,7666.0,7301.0,2020-04-20,1399-02-01,15980
تملت,7738.0,7666.0,2020-04-21,1399-02-02,15980
تملت,8124.0,7738.0,2020-04-22,1399-02-03,15980
تملت,8530.0,8124.0,2020-04-25,1399-02-06,15980
تملت,8757.0,8530.0,2020-04-26,1399-02-07,15980
تملت,9194.0,8757.0,2020-04-27,1399-02-08,15980
تملت,9653.0,9194.0,2020-04-28,1399-02-09,15980
تملت,9834.0,9653.0,2020-04-29,1399-02-10,15980
تملت,10795.0,9834.0,2020-05-04,1399-02-15,15980
تملت,11229.0,10795.0,2020-05-05,1399-02-16,15980
تملت,11593.0,11229.0,2020-05-06,1399-02-17,15980
تملت,12172.0,11593.0,2020-05-09,1399-02-20,15980
تملت,12780.0,12172.0,2020-05-10,1399-02-21,15980
تملت,13411.0,12780.0,2020-05-11,1399-02-22,15980
تملت,12741.0,13411.0,2020-05-12,1399-02-23,15980
تملت,12299.0,12741.0,2020-05-13,1399-02-24,15980
تملت,11068.0,12299.0,2020-05-19,1399-02-30,15980
تملت,10636.0,11068.0,2020-05-20,1399-02-31,15980
تملت,10144.0,10636.0,2020-05-23,1399-03-03,15980
تملت,10259.0,10144.0,2020-05-26,1399-03-06,15980
تملت,10631.0,10259.0,2020-05-27,1399-03-07,15980
تملت,11162.0,10631.0,2020-05-30,1399-03-10,15980
تملت,11607.0,11162.0,2020-05-31,1399-03-11,15980
تملت,12091.0,11607.0,2020-06-01,1399-03-12,15980
تملت,12686.0,12091.0,2020-06-02,1399-03-13,15980
تملت,13320.0,12686.0,2020-06-06,1399-03-17,15980
تملت,13986.0,13320.0,2020-06-07,1399-03-18,15980
تملت,14636.0,13986.0,2020-06-08,1399-03-19,15980
تملت,15252.0,14636.0,2020-06-09,1399-03-20,15980
تملت,16014.0,15252.0,2020-06-10,1399-03-21,15980
تملت,16620.0,16014.0,2020-06-13,1399-03-24,15980
تملت,17120.0,16620.0,2020-06-22,1399-04-02,15980
تملت,17850.0,17120.0,2020-06-23,1399-04-03,15980
تملت,17720.0,17850.0,2020-06-24,1399-04-04,15980
تملت,17300.0,17720.0,2020-06-27,1399-04-07,15980
تملت,16660.0,17300.0,2020-06-28,1399-04-08,15980
تملت,16550.0,16660.0,2020-06-29,1399-04-09,15980
تملت,17360.0,16550.0,2020-06-30,1399-04-10,15980
تملت,18210.0,17360.0,2020-07-01,1399-04-11,15980
تملت,17630.0,18210.0,2020-07-04,1399-04-14,15980
تملت,17760.0,17630.0,2020-07-05,1399-04-15,15980
تملت,18610.0,17760.0,2020-07-06,1399-04-16,15980
تملت,18190.0,18610.0,2020-07-07,1399-04-17,15980
تملت,17390.0,18190.0,2020-07-08,1399-04-18,15980
تملت,16790.0,17390.0,2020-07-11,1399-04-21,15980
تملت,17340.0,16790.0,2020-07-12,1399-04-22,15980
تملت,16590.0,17340.0,2020-07-13,1399-04-23,15980
تملت,15980.0,16590.0,2020-07-14,1399-04-24,15980
تپمپی,24317.0,,2020-04-04,1399-01-16,66900
تپمپی,25490.0,24317.0,2020-04-05,1399-01-17,66900
تپمپی,26454.0,25490.0,2020-04-06,1399-01-18,66900
تپمپی,27776.0,26454.0,2020-04-11,1399-01-23,66900
تپمپی,27451.0,27776.0,2020-04-12,1399-01-24,66900
تپمپی,28656.0,27451.0,2020-04-13,1399-01-25,66900
تپمپی,30083.0,28656.0,2020-04-14,1399-01-26,66900
تپمپی,30461.0,30083.0,2020-04-15,1399-01-27,66900
تپمپی,31084.0,30461.0,2020-04-18,1399-01-30,66900
تپمپی,32600.0,31084.0,2020-04-19,1399-01-31,66900
تپمپی,33600.0,32600.0,2020-04-20,1399-02-01,66900
تپمپی,34416.0,33600.0,2020-04-21,1399-02-02,66900
تپمپی,35065.0,34416.0,2020-04-22,1399-02-03,66900
تپمپی,36072.0,35065.0,2020-04-25,1399-02-06,66900
تپمپی,37848.0,36072.0,2020-04-26,1399-02-07,66900
تپمپی,39343.0,37848.0,2020-04-27,1399-02-08,66900
تپمپی,39234.0,39343.0,2020-04-28,1399-02-09,66900
تپمپی,40302.0,39234.0,2020-04-29,1399-02-10,66900
تپمپی,41666.0,40302.0,2020-05-02,1399-02-13,66900
تپمپی,42676.0,41666.0,2020-05-04,1399-02-15,66900
تپمپی,40985.0,42676.0,2020-05-05,1399-02-16,66900
تپمپی,39042.0,40985.0,2020-05-06,1399-02-17,66900
تپمپی,40796.0,39042.0,2020-05-09,1399-02-20,66900
تپمپی,39514.0,40796.0,2020-05-10,1399-02-21,66900
تپمپی,41303.0,39514.0,2020-05-11,1399-02-22,66900
تپمپی,39928.0,41303.0,2020-05-12,1399-02-23,66900
تپمپی,39114.0,39928.0,2020-05-13,1399-02-24,66900
تپمپی,37761.0,39114.0,2020-05-16,1399-02-27,66900
تپمپی,35895.0,37761.0,2020-05-17,1399-02-28,66900
تپمپی,35466.0,35895.0,2020-05-18,1399-02-29,66900
تپمپی,37170.0,35466.0,2020-05-19,1399-02-30,66900
تپمپی,35926.0,37170.0,2020-05-20,1399-02-31,66900
تپمپی,35488.0,35926.0,2020-05-23,1399-03-03,66900
تپمپی,34489.0,35488.0,2020-05-26,1399-03-06,66900
تپمپی,34360.0,34489.0,2020-05-27,1399-03-07,66900
تپمپی,35535.0,34360.0,2020-05-30,1399-03-10,66900
تپمپی,37072.0,35535.0,2020-05-31,1399-03-11,66900
تپمپی,38578.0,37072.0,2020-06-01,1399-03-12,66900
تپمپی,40432.0,38578.0,2020-06-02,1399-03-13,66900
تپمپی,34840.0,40432.0,2020-06-14,1399-03-25,66900
تپمپی,36140.0,34840.0,2020-06-22,1399-04-02,66900
تپمپی,37940.0,36140.0,2020-06-23,1399-04-03,66900
تپمپی,39810.0,37940.0,2020-06-24,1399-04-04,66900
تپمپی,41750.0,39810.0,2020-06-27,1399-04-07,66900
تپمپی,43830.0,41750.0,2020-06-28,1399-04-08,66900
تپمپی,45950.0,43830.0,2020-06-29,1399-04-09,66900
تپمپی,48240.0,45950.0,2020-06-30,1399-04-10,66900
تپمپی,50650.0,48240.0,2020-07-01,1399-04-11,66900
تپمپی,53180.0,50650.0,2020-07-04,1399-04-14,66900
تپمپی,55830.0,53180.0,2020-07-05,1399-04-15,66900
تپمپی,58090.0,55830.0,2020-07-06,1399-04-16,66900
تپمپی,57670.0,58090.0,2020-07-07,1399-04-17,66900
تپمپی,59770.0,57670.0,2020-07-08,1399-04-18,66900
تپمپی,59790.0,59770.0,2020-07-11,1399-04-21,66900
تپمپی,62580.0,59790.0,2020-07-12,1399-04-22,66900
تپمپی,64000.0,62580.0,2020-07-13,1399-04-23,66900
تپمپی,66900.0,64000.0,2020-07-14,1399-04-24,66900
تاصیکو,5862.0,,2020-04-04,1399-01-16,25740
تاصیکو,5970.0,5862.0,2020-04-05,1399-01-17,25740
تاصیکو,6250.0,5970.0,2020-04-06,1399-01-18,25740
تاصیکو,6481.0,6250.0,2020-04-07,1399-01-19,25740
تاصیکو,6691.0,6481.0,2020-04-08,1399-01-20,25740
تاصیکو,7025.0,6691.0,2020-04-11,1399-01-23,25740
تاصیکو,7249.0,7025.0,2020-04-12,1399-01-24,25740
تاصیکو,7184.0,7249.0,2020-04-13,1399-01-25,25740
تاصیکو,7195.0,7184.0,2020-04-14,1399-01-26,25740
تاصیکو,7518.0,7195.0,2020-04-15,1399-01-27,25740
تاصیکو,7893.0,7518.0,2020-04-18,1399-01-30,25740
تاصیکو,8261.0,7893.0,2020-04-19,1399-01-31,25740
تاصیکو,8518.0,8261.0,2020-04-20,1399-02-01,25740
تاصیکو,8928.0,8518.0,2020-04-21,1399-02-02,25740
تاصیکو,9124.0,8928.0,2020-04-22,1399-02-03,25740
تاصیکو,9549.0,9124.0,2020-04-25,1399-02-06,25740
تاصیکو,10007.0,9549.0,2020-04-26,1399-02-07,25740
تاصیکو,10465.0,10007.0,2020-04-27,1399-02-08,25740
تاصیکو,10986.0,10465.0,2020-04-28,1399-02-09,25740
تاصیکو,11535.0,10986.0,2020-04-29,1399-02-10,25740
تاصیکو,12715.0,11535.0,2020-05-03,1399-02-14,25740
تاصیکو,13315.0,12715.0,2020-05-04,1399-02-15,25740
تاصیکو,13382.0,13315.0,2020-05-05,1399-02-16,25740
تاصیکو,13042.0,13382.0,2020-05-06,1399-02-17,25740
تاصیکو,13692.0,13042.0,2020-05-09,1399-02-20,25740
تاصیکو,14372.0,13692.0,2020-05-10,1399-02-21,25740
تاصیکو,13986.0,14372.0,2020-05-11,1399-02-22,25740
تاصیکو,13288.0,13986.0,2020-05-12,1399-02-23,25740
تاصیکو,12911.0,13288.0,2020-05-13,1399-02-24,25740
تاصیکو,12279.0,12911.0,2020-05-16,1399-02-27,25740
تاصیکو,11863.0,12279.0,2020-05-17,1399-02-28,25740
تاصیکو,12427.0,11863.0,2020-05-18,1399-02-29,25740
تاصیکو,13041.0,12427.0,2020-05-19,1399-02-30,25740
تاصیکو,12534.0,13041.0,2020-05-20,1399-02-31,25740
تاصیکو,11919.0,12534.0,2020-05-23,1399-03-03,25740
تاصیکو,11359.0,11919.0,2020-05-26,1399-03-06,25740
تاصیکو,11825.0,11359.0,2020-05-27,1399-03-07,25740
تاصیکو,12416.0,11825.0,2020-05-30,1399-03-10,25740
تاصیکو,12539.0,12416.0,2020-05-31,1399-03-11,25740
تاصیکو,12764.0,12539.0,2020-06-01,1399-03-12,25740
تاصیکو,13351.0,12764.0,2020-06-02,1399-03-13,25740
تاصیکو,14018.0,13351.0,2020-06-06,1399-03-17,25740
تاصیکو,14695.0,14018.0,2020-06-07,1399-03-18,25740
تاصیکو,14368.0,14695.0,2020-06-08,1399-03-19,25740
تاصیکو,14240.0,14368.0,2020-06-09,1399-03-20,25740
تاصیکو,14932.0,14240.0,2020-06-10,1399-03-21,25740
تاصیکو,15590.0,14932.0,2020-06-13,1399-03-24,25740
تاصیکو,15120.0,15590.0,2020-06-14,1399-03-25,25740
تاصیکو,17140.0,15120.0,2020-06-22,1399-04-02,25740
تاصیکو,17980.0,17140.0,2020-06-23,1399-04-03,25740
تاصیکو,18180.0,17980.0,2020-06-24,1399-04-04,25740
تاصیکو,18990.0,18180.0,2020-06-27,1399-04-07,25740
تاصیکو,19580.0,18990.0,2020-06-28,1399-04-08,25740
تاصیکو,19020.0,19580.0,2020-06-29,1399-04-09,25740
تاصیکو,19940.0,19020.0,2020-06-30,1399-04-10,25740
تاصیکو,20930.0,19940.0,2020-07-01,1399-04-11,25740
تاصیکو,20400.0,20930.0,2020-07-04,1399-04-14,25740
تاصیکو,20850.0,20400.0,2020-07-05,1399-04-15,25740
تاصیکو,21890.0,20850.0,2020-07-06,1399-04-16,25740
تاصیکو,22300.0,21890.0,2020-07-07,1399-04-17,25740
تاصیکو,22450.0,22300.0,2020-07-11,1399-04-21,25740
تاصیکو,23570.0,22450.0,2020-07-12,1399-04-22,25740
تاصیکو,24690.0,23570.0,2020-07-13,1399-04-23,25740
تاصیکو,25740.0,24690.0,2020-07-14,1399-04-24,25740
کفپارس,142401.0,,2020-04-04,1399-01-16,167410
کفپارس,155905.0,142401.0,2020-04-11,1399-01-23,167410
کفپارس,159583.0,155905.0,2020-04-12,1399-01-24,167410
کفپارس,152314.0,159583.0,2020-04-13,1399-01-25,167410
کفپارس,146166.0,152314.0,2020-04-14,1399-01-26,167410
کفپارس,147758.0,146166.0,2020-04-15,1399-01-27,167410
کفپارس,153849.0,147758.0,2020-04-18,1399-01-30,167410
کفپارس,153106.0,153849.0,2020-04-19,1399-01-31,167410
کفپارس,146294.0,153106.0,2020-04-20,1399-02-01,167410
کفپارس,141394.0,146294.0,2020-04-21,1399-02-02,167410
کفپارس,139073.0,141394.0,2020-04-22,1399-02-03,167410
کفپارس,145542.0,139073.0,2020-04-25,1399-02-06,167410
کفپارس,152286.0,145542.0,2020-04-26,1399-02-07,167410
کفپارس,159900.0,152286.0,2020-04-27,1399-02-08,167410
کفپارس,167895.0,159900.0,2020-04-28,1399-02-09,167410
کفپارس,176289.0,167895.0,2020-04-29,1399-02-10,167410
کفپارس,185103.0,176289.0,2020-05-02,1399-02-13,167410
کفپارس,181989.0,185103.0,2020-05-09,1399-02-20,167410
کفپارس,174449.0,181989.0,2020-05-10,1399-02-21,167410
کفپارس,165727.0,174449.0,2020-05-11,1399-02-22,167410
کفپارس,172102.0,165727.0,2020-05-12,1399-02-23,167410
کفپارس,180707.0,172102.0,2020-05-13,1399-02-24,167410
کفپارس,189742.0,180707.0,2020-05-16,1399-02-27,167410
کفپارس,199229.0,189742.0,2020-05-17,1399-02-28,167410
کفپارس,206408.0,199229.0,2020-05-18,1399-02-29,167410
کفپارس,214384.0,206408.0,2020-05-19,1399-02-30,167410
کفپارس,225103.0,214384.0,2020-05-20,1399-02-31,167410
کفپارس,236358.0,225103.0,2020-05-23,1399-03-03,167410
کفپارس,237614.0,236358.0,2020-05-26,1399-03-06,167410
کفپارس,248373.0,237614.0,2020-05-27,1399-03-07,167410
کفپارس,245849.0,248373.0,2020-06-02,1399-03-13,167410
کفپارس,243389.0,245849.0,2020-06-06,1399-03-17,167410
کفپارس,240534.0,243389.0,2020-06-07,1399-03-18,167410
کفپارس,238631.0,240534.0,2020-06-08,1399-03-19,167410
کفپارس,235285.0,238631.0,2020-06-09,1399-03-20,167410
کفپارس,233113.0,235285.0,2020-06-10,1399-03-21,167410
کفپارس,224500.0,233113.0,2020-06-13,1399-03-24,167410
کفپارس,220980.0,224500.0,2020-06-14,1399-03-25,167410
کفپارس,183170.0,220980.0,2020-06-22,1399-04-02,167410
کفپارس,182020.0,183170.0,2020-06-23,1399-04-03,167410
کفپارس,188400.0,182020.0,2020-06-24,1399-04-04,167410
کفپارس,183710.0,188400.0,2020-06-27,1399-04-07,167410
کفپارس,176350.0,183710.0,2020-06-28,1399-04-08,167410
کفپارس,167540.0,176350.0,2020-06-29,1399-04-09,167410
کفپارس,163890.0,167540.0,2020-06-30,1399-04-10,167410
کفپارس,164850.0,163890.0,2020-07-01,1399-04-11,167410
کفپارس,167410.0,164850.0,2020-07-04,1399-04-14,167410
مادیرا,35999.0,,2020-04-04,1399-01-16,41661
مادیرا,35507.0,35999.0,2020-04-05,1399-01-17,41661
مادیرا,33830.0,35507.0,2020-04-06,1399-01-18,41661
مادیرا,32919.0,33830.0,2020-04-07,1399-01-19,41661
مادیرا,34194.0,32919.0,2020-04-08,1399-01-20,41661
مادیرا,34334.0,34194.0,2020-04-11,1399-01-23,41661
مادیرا,32958.0,34334.0,2020-04-12,1399-01-24,41661
مادیرا,32401.0,32958.0,2020-04-13,1399-01-25,41661
مادیرا,31155.0,32401.0,2020-04-14,1399-01-26,41661
مادیرا,32607.0,31155.0,2020-04-15,1399-01-27,41661
مادیرا,34237.0,32607.0,2020-04-18,1399-01-30,41661
مادیرا,34090.0,34237.0,2020-04-19,1399-01-31,41661
مادیرا,33899.0,34090.0,2020-04-20,1399-02-01,41661
مادیرا,33603.0,33899.0,2020-04-21,1399-02-02,41661
مادیرا,34996.0,33603.0,2020-04-22,1399-02-03,41661
مادیرا,36745.0,34996.0,2020-04-25,1399-02-06,41661
مادیرا,38467.0,36745.0,2020-04-26,1399-02-07,41661
مادیرا,40371.0,38467.0,2020-04-27,1399-02-08,41661
مادیرا,40367.0,40371.0,2020-04-28,1399-02-09,41661
مادیرا,41665.0,40367.0,2020-04-29,1399-02-10,41661
مادیرا,43717.0,41665.0,2020-05-02,1399-02-13,41661
مادیرا,45457.0,43717.0,2020-05-03,1399-02-14,41661
مادیرا,43725.0,45457.0,2020-05-04,1399-02-15,41661
مادیرا,42140.0,43725.0,2020-05-05,1399-02-16,41661
مادیرا,40181.0,42140.0,2020-05-06,1399-02-17,41661
مادیرا,41939.0,40181.0,2020-05-09,1399-02-20,41661
مادیرا,40534.0,41939.0,2020-05-10,1399-02-21,41661
مادیرا,38647.0,40534.0,2020-05-11,1399-02-22,41661
مادیرا,37429.0,38647.0,2020-05-12,1399-02-23,41661
مادیرا,36329.0,37429.0,2020-05-13,1399-02-24,41661
مادیرا,37443.0,36329.0,2020-05-16,1399-02-27,41661
مادیرا,39240.0,37443.0,2020-05-17,1399-02-28,41661
مادیرا,41202.0,39240.0,2020-05-18,1399-02-29,41661
مادیرا,40842.0,41202.0,2020-05-19,1399-02-30,41661
مادیرا,38924.0,40842.0,2020-05-20,1399-02-31,41661
مادیرا,37453.0,38924.0,2020-05-23,1399-03-03,41661
مادیرا,36459.0,37453.0,2020-05-26,1399-03-06,41661
مادیرا,34874.0,36459.0,2020-05-27,1399-03-07,41661
مادیرا,35772.0,34874.0,2020-05-30,1399-03-10,41661
مادیرا,34204.0,35772.0,2020-05-31,1399-03-11,41661
مادیرا,33378.0,34204.0,2020-06-01,1399-03-12,41661
مادیرا,33867.0,33378.0,2020-06-02,1399-03-13,41661
مادیرا,35324.0,33867.0,2020-06-06,1399-03-17,41661
مادیرا,37090.0,35324.0,2020-06-07,1399-03-18,41661
مادیرا,38427.0,37090.0,2020-06-08,1399-03-19,41661
مادیرا,39467.0,38427.0,2020-06-09,1399-03-20,41661
مادیرا,41440.0,39467.0,2020-06-10,1399-03-21,41661
مادیرا,43512.0,41440.0,2020-06-13,1399-03-24,41661
مادیرا,45586.0,43512.0,2020-06-14,1399-03-25,41661
مادیرا,47084.0,45586.0,2020-06-20,1399-03-31,41661
مادیرا,49379.0,47084.0,2020-06-21,1399-04-01,41661
مادیرا,48624.0,49379.0,2020-06-22,1399-04-02,41661
مادیرا,48353.0,48624.0,2020-06-23,1399-04-03,41661
مادیرا,48131.0,48353.0,2020-06-24,1399-04-04,41661
مادیرا,46044.0,48131.0,2020-06-29,1399-04-09,41661
مادیرا,48137.0,46044.0,2020-06-30,1399-04-10,41661
مادیرا,47591.0,48137.0,2020-07-01,1399-04-11,41661
مادیرا,45679.0,47591.0,2020-07-04,1399-04-14,41661
مادیرا,44514.0,45679.0,2020-07-05,1399-04-15,41661
مادیرا,46469.0,44514.0,2020-07-06,1399-04-16,41661
مادیرا,45113.0,46469.0,2020-07-07,1399-04-17,41661
مادیرا,43197.0,45113.0,2020-07-08,1399-04-18,41661
مادیرا,41270.0,43197.0,2020-07-11,1399-04-21,41661
مادیرا,43085.0,41270.0,2020-07-12,1399-04-22,41661
مادیرا,41349.0,43085.0,2020-07-13,1399-04-23,41661
مادیرا,41661.0,41349.0,2020-07-14,1399-04-24,41661
نطرین,61849.0,,2020-04-04,1399-01-16,127577
نطرین,62870.0,61849.0,2020-04-05,1399-01-17,127577
نطرین,65719.0,62870.0,2020-04-06,1399-01-18,127577
نطرین,66989.0,65719.0,2020-04-07,1399-01-19,127577
نطرین,65652.0,66989.0,2020-04-08,1399-01-20,127577
نطرین,66201.0,65652.0,2020-04-11,1399-01-23,127577
نطرین,69314.0,66201.0,2020-04-12,1399-01-24,127577
نطرین,70767.0,69314.0,2020-04-13,1399-01-25,127577
نطرین,69465.0,70767.0,2020-04-14,1399-01-26,127577
نطرین,69978.0,69465.0,2020-04-15,1399-01-27,127577
نطرین,71035.0,69978.0,2020-04-18,1399-01-30,127577
نطرین,70154.0,71035.0,2020-04-19,1399-01-31,127577
نطرین,72198.0,70154.0,2020-04-20,1399-02-01,127577
نطرین,74009.0,72198.0,2020-04-21,1399-02-02,127577
نطرین,75536.0,74009.0,2020-04-22,1399-02-03,127577
نطرین,77380.0,75536.0,2020-04-25,1399-02-06,127577
نطرین,80905.0,77380.0,2020-04-26,1399-02-07,127577
نطرین,84851.0,80905.0,2020-04-27,1399-02-08,127577
نطرین,87856.0,84851.0,2020-04-28,1399-02-09,127577
نطرین,89490.0,87856.0,2020-04-29,1399-02-10,127577
نطرین,92591.0,89490.0,2020-05-02,1399-02-13,127577
نطرین,97220.0,92591.0,2020-05-03,1399-02-14,127577
نطرین,98838.0,97220.0,2020-05-04,1399-02-15,127577
نطرین,99069.0,98838.0,2020-05-05,1399-02-16,127577
نطرین,101325.0,99069.0,2020-05-06,1399-02-17,127577
نطرین,105990.0,101325.0,2020-05-09,1399-02-20,127577
نطرین,96143.0,105990.0,2020-05-12,1399-02-23,127577
نطرین,94460.0,96143.0,2020-05-13,1399-02-24,127577
نطرین,90505.0,94460.0,2020-05-16,1399-02-27,127577
نطرین,87110.0,90505.0,2020-05-17,1399-02-28,127577
نطرین,91388.0,87110.0,2020-05-18,1399-02-29,127577
نطرین,95539.0,91388.0,2020-05-19,1399-02-30,127577
نطرین,99902.0,95539.0,2020-05-20,1399-02-31,127577
نطرین,104556.0,99902.0,2020-05-23,1399-03-03,127577
نطرین,103703.0,104556.0,2020-05-26,1399-03-06,127577
نطرین,108125.0,103703.0,2020-05-31,1399-03-11,127577
نطرین,106055.0,108125.0,2020-06-01,1399-03-12,127577
نطرین,101414.0,106055.0,2020-06-02,1399-03-13,127577
نطرین,101233.0,101414.0,2020-06-06,1399-03-17,127577
نطرین,103104.0,101233.0,2020-06-07,1399-03-18,127577
نطرین,99658.0,103104.0,2020-06-08,1399-03-19,127577
نطرین,97641.0,99658.0,2020-06-09,1399-03-20,127577
نطرین,97807.0,97641.0,2020-06-10,1399-03-21,127577
نطرین,101955.0,97807.0,2020-06-13,1399-03-24,127577
نطرین,104367.0,101955.0,2020-06-14,1399-03-25,127577
نطرین,100986.0,104367.0,2020-06-20,1399-03-31,127577
نطرین,102198.0,100986.0,2020-06-21,1399-04-01,127577
نطرین,106937.0,102198.0,2020-06-22,1399-04-02,127577
نطرین,112055.0,106937.0,2020-06-23,1399-04-03,127577
نطرین,111985.0,112055.0,2020-06-24,1399-04-04,127577
نطرین,112188.0,111985.0,2020-06-27,1399-04-07,127577
نطرین,117797.0,112188.0,2020-06-28,1399-04-08,127577
نطرین,121463.0,117797.0,2020-06-29,1399-04-09,127577
نطرین,125511.0,121463.0,2020-06-30,1399-04-10,127577
نطرین,131786.0,125511.0,2020-07-01,1399-04-11,127577
نطرین,135170.0,131786.0,2020-07-04,1399-04-14,127577
نطرین,129863.0,135170.0,2020-07-05,1399-04-15,127577
نطرین,125818.0,129863.0,2020-07-06,1399-04-16,127577
نطرین,127577.0,125818.0,2020-07-07,1399-04-17,127577
ولیز,28475.0,,2020-04-04,1399-01-16,19140
ولیز,28326.0,28475.0,2020-04-05,1399-01-17,19140
ولیز,27588.0,28326.0,2020-04-06,1399-01-18,19140
ولیز,28571.0,27588.0,2020-04-07,1399-01-19,19140
ولیز,29991.0,28571.0,2020-04-08,1399-01-20,19140
ولیز,29056.0,29991.0,2020-04-11,1399-01-23,19140
ولیز,28170.0,29056.0,2020-04-12,1399-01-24,19140
ولیز,28179.0,28170.0,2020-04-13,1399-01-25,19140
ولیز,26842.0,28179.0,2020-04-14,1399-01-26,19140
ولیز,28147.0,26842.0,2020-04-15,1399-01-27,19140
ولیز,29554.0,28147.0,2020-04-18,1399-01-30,19140
ولیز,30622.0,29554.0,2020-04-19,1399-01-31,19140
ولیز,29465.0,30622.0,2020-04-20,1399-02-01,19140
ولیز,27992.0,29465.0,2020-04-21,1399-02-02,19140
ولیز,27096.0,27992.0,2020-04-22,1399-02-03,19140
ولیز,27563.0,27096.0,2020-04-25,1399-02-06,19140
ولیز,26377.0,27563.0,2020-04-26,1399-02-07,19140
ولیز,25420.0,26377.0,2020-04-27,1399-02-08,19140
ولیز,25001.0,25420.0,2020-04-28,1399-02-09,19140
ولیز,26204.0,25001.0,2020-04-29,1399-02-10,19140
ولیز,27514.0,26204.0,2020-05-02,1399-02-13,19140
ولیز,28591.0,27514.0,2020-05-03,1399-02-14,19140
ولیز,27246.0,28591.0,2020-05-04,1399-02-15,19140
ولیز,26215.0,27246.0,2020-05-05,1399-02-16,19140
ولیز,24905.0,26215.0,2020-05-06,1399-02-17,19140
ولیز,24460.0,24905.0,2020-05-09,1399-02-20,19140
ولیز,23768.0,24460.0,2020-05-10,1399-02-21,19140
ولیز,23057.0,23768.0,2020-05-11,1399-02-22,19140
ولیز,21231.0,23057.0,2020-05-20,1399-02-31,19140
ولیز,20702.0,21231.0,2020-05-23,1399-03-03,19140
ولیز,20377.0,20702.0,2020-05-26,1399-03-06,19140
ولیز,19761.0,20377.0,2020-05-27,1399-03-07,19140
ولیز,19435.0,19761.0,2020-05-30,1399-03-10,19140
ولیز,20340.0,19435.0,2020-05-31,1399-03-11,19140
ولیز,21053.0,20340.0,2020-06-01,1399-03-12,19140
