last_price,persian_date,adjClose,date,prev_price,symbol
9610,1399-02-23,4451.0,2020-05-12,4292.0,خگستر
9610,1399-02-24,4639.0,2020-05-13,4451.0,خگستر
9610,1399-02-27,4560.0,2020-05-16,4639.0,خگستر
9610,1399-02-28,4471.0,2020-05-17,4560.0,خگستر
9610,1399-02-29,4683.0,2020-05-18,4471.0,خگستر
9610,1399-02-30,4915.0,2020-05-19,4683.0,خگستر
9610,1399-02-31,5153.0,2020-05-20,4915.0,خگستر
9610,1399-03-03,4919.0,2020-05-23,5153.0,خگستر
9610,1399-03-06,4683.0,2020-05-26,4919.0,خگستر
9610,1399-03-07,4449.0,2020-05-27,4683.0,خگستر
9610,1399-03-10,4324.0,2020-05-30,4449.0,خگستر
9610,1399-03-11,4108.0,2020-05-31,4324.0,خگستر
9610,1399-03-12,3903.0,2020-06-01,4108.0,خگستر
9610,1399-03-13,4020.0,2020-06-02,3903.0,خگستر
9610,1399-03-17,3956.0,2020-06-06,4020.0,خگستر
9610,1399-03-18,4134.0,2020-06-07,3956.0,خگستر
9610,1399-03-19,4081.0,2020-06-08,4134.0,خگستر
9610,1399-03-20,4069.0,2020-06-09,4081.0,خگستر
9610,1399-03-21,4270.0,2020-06-10,4069.0,خگستر
9610,1399-03-25,4480.0,2020-06-14,4270.0,خگستر
9610,1399-03-26,4700.0,2020-06-15,4480.0,خگستر
9610,1399-03-27,4930.0,2020-06-16,4700.0,خگستر
9610,1399-03-31,5170.0,2020-06-20,4930.0,خگستر
9610,1399-04-01,5420.0,2020-06-21,5170.0,خگستر
